,ts-travel2-service-5c66d57d58-zxw8n,ts-gateway-service-6f6cfc45b-d9pnv,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,ts-train-service-86f5f97bc9-tlpss,ts-route-service-b6c59fb57-dz9bw,ts-price-service-76846864d9-nmjz7,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,ts-config-service-5fcd447d84-9qltf,ts-auth-service-7f8d7d756d-kzp47,ts-verification-code-service-7b6dc75c45-r66rb,ts-food-service-f5756978c-6sb8t,ts-train-food-service-59bbbdd99b-cz98n,ts-travel-service-64469b5b48-5rjvb,ts-station-food-service-dc4d75dd-k65k2,ts-preserve-other-service-66646bdb5b-l8hp6,ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,ts-contacts-service-866bd68c97-dzqgd,ts-assurance-service-69876c9868-wqgrl,ts-delivery-service-7d97b69596-gfnbr,ts-user-service-687d654649-f8jtd,ts-preserve-service-b5ccf8557-l5l4p,ts-execute-service-775f544d9-tmwcv,ts-inside-payment-service-6f94c49ccd-t4k6c,ts-payment-service-7fc6f5476f-pqwgt,ts-cancel-service-756f6c4675-prw5z
1675078740657,2.75,0,11.4375,42.875,29.8125,32.5,29.8125,19.5,48.375,63.96875,0.5,0.75,2.5,2.125,3.375,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078740661,2.75,0,11.4375,42.875,29.8125,32.5,29.8125,21.375,48.375,63.96875,0.5,0.75,2.5,2.125,3.375,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078740666,2.75,0,11.4375,42.875,29.8125,32.5,29.8125,21.375,59.5625,63.96875,0.5,0.75,2.5,2.125,3.375,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078741764,2.75,0,11.4375,42.875,29.8125,32.5,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.375,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078741782,2.75,0,11.4375,42.875,29.8125,32.5,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078741785,2.75,0,13.875,42.875,29.8125,32.5,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078741790,2.75,0,13.875,50.3125,29.8125,32.5,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742039,2.75,0,13.875,50.3125,37.25,32.5,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742058,2.75,0,13.875,50.3125,37.25,39.9375,29.8125,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742075,2.75,0,13.875,50.3125,37.25,39.9375,37.25,21.375,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742082,2.75,0,13.875,50.3125,37.25,39.9375,37.25,23.8125,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,34.53125,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742089,2.75,0,13.875,50.3125,37.25,39.9375,37.25,23.8125,59.5625,75.15625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,46.9375,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742100,2.75,0,13.875,50.3125,37.25,39.9375,37.25,23.8125,59.5625,87.5625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,46.9375,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742105,2.75,0,13.875,50.3125,37.25,39.9375,37.25,26.25,59.5625,87.5625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,46.9375,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742110,2.75,0,13.875,50.3125,37.25,39.9375,37.25,26.25,59.5625,87.5625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,60.5625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742120,2.75,0,13.875,50.3125,37.25,39.9375,37.25,26.25,59.5625,101.1875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,60.5625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742124,2.75,0,13.875,50.3125,37.25,39.9375,37.25,28.6875,59.5625,101.1875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,60.5625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742129,2.75,0,13.875,50.3125,37.25,39.9375,37.25,28.6875,59.5625,101.1875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,75.40625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742138,2.75,0,13.875,50.3125,37.25,39.9375,37.25,28.6875,59.5625,116.03125,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,75.40625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742142,2.75,0,13.875,50.3125,37.25,39.9375,37.25,31.125,59.5625,116.03125,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,75.40625,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742147,2.75,0,13.875,50.3125,37.25,39.9375,37.25,31.125,59.5625,116.03125,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,91.46875,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742177,2.75,0,13.875,50.3125,37.25,39.9375,37.25,31.125,59.5625,132.09375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,91.46875,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742181,2.75,0,13.875,50.3125,37.25,39.9375,37.25,33.5625,59.5625,132.09375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,91.46875,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742201,2.75,0,13.875,50.3125,37.25,39.9375,37.25,33.5625,59.5625,132.09375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,108.75,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742228,2.75,0,13.875,50.3125,37.25,39.9375,37.25,33.5625,59.5625,149.375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,108.75,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742232,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,59.5625,149.375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,108.75,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742238,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,59.5625,149.375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,127.25,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742860,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,59.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,127.25,1.5,1.5,5.75,1.5,0.5,0.5,,,
1675078742865,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,59.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,127.25,1.5,1.5,5.75,1.5,0.5,1.0,,,
1675078742873,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,59.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,128.25,1.5,1.5,5.75,1.5,0.5,1.0,,,
1675078742879,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,60.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,128.25,1.5,1.5,5.75,1.5,0.5,1.0,,,
1675078743251,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,128.25,1.5,1.5,5.75,1.5,0.5,1.0,0.0,,
1675078743265,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,128.25,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743560,2.75,0,13.875,50.3125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743569,3.25,0,13.875,50.3125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743572,3.25,0,16.0,50.3125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743578,3.25,0,16.0,58.8125,37.25,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743812,3.25,0,16.0,58.8125,45.75,39.9375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743832,3.25,0,16.0,58.8125,45.75,48.4375,37.25,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743845,3.25,0,16.0,58.8125,45.75,48.4375,45.75,36.0,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743851,3.25,0,16.0,58.8125,45.75,48.4375,45.75,38.125,61.5625,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743858,3.25,0,16.0,58.8125,45.75,48.4375,45.75,38.125,81.125,167.875,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743867,3.25,0,16.0,58.8125,45.75,48.4375,45.75,38.125,81.125,187.4375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743871,3.25,0,16.0,58.8125,45.75,48.4375,45.75,40.25,81.125,187.4375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078743876,3.25,0,16.0,58.8125,45.75,48.4375,45.75,40.25,101.75,187.4375,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744053,3.25,0,16.0,58.8125,45.75,48.4375,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,3.875,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744067,3.25,0,16.0,58.8125,45.75,48.4375,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744069,3.25,0,18.6875,58.8125,45.75,48.4375,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744074,3.25,0,18.6875,68.65625,45.75,48.4375,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744079,3.25,0,18.6875,68.65625,55.59375,48.4375,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744096,3.25,0,18.6875,68.65625,55.59375,58.28125,45.75,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744110,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,40.25,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744114,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,42.9375,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,129.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744121,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,42.9375,101.75,208.0625,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,150.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744131,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,42.9375,101.75,230.03125,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,150.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744135,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,45.625,101.75,230.03125,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,150.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744140,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,45.625,101.75,230.03125,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,174.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744150,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,45.625,101.75,253.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,174.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744153,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,48.3125,101.75,253.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,174.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744158,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,48.3125,101.75,253.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,198.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744166,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,48.3125,101.75,278.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,198.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744170,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,51.0,101.75,278.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,198.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744175,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,51.0,101.75,278.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,224.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744194,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,51.0,101.75,304.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,224.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744198,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,53.6875,101.75,304.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,224.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744202,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,53.6875,101.75,304.0,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,252.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744210,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,53.6875,101.75,331.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,252.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744213,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,56.375,101.75,331.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,252.28125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078744218,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,56.375,101.75,331.34375,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745135,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.375,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745160,3.25,0,18.6875,68.65625,55.59375,58.28125,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745162,3.25,0,21.625,68.65625,55.59375,58.28125,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745167,3.25,0,21.625,79.96875,55.59375,58.28125,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745173,3.25,0,21.625,79.96875,66.90625,58.28125,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745194,3.25,0,21.625,79.96875,66.90625,69.59375,55.59375,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745207,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,56.375,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745212,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,59.3125,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,280.96875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745218,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,59.3125,101.75,360.03125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,311.125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745227,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,59.3125,101.75,390.1875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,311.125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745231,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,62.25,101.75,390.1875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,311.125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745237,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,62.25,101.75,390.1875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,342.75,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745245,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,62.25,101.75,421.8125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,342.75,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745249,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,65.1875,101.75,421.8125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,342.75,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745254,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,65.1875,101.75,421.8125,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,375.84375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745262,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,65.1875,101.75,454.90625,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,375.84375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745265,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,68.125,101.75,454.90625,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,375.84375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745270,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,68.125,101.75,454.90625,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,410.40625,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745279,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,68.125,101.75,489.46875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,410.40625,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745282,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,71.0625,101.75,489.46875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,410.40625,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745286,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,71.0625,101.75,489.46875,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,446.4375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745294,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,71.0625,101.75,525.5,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,446.4375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745297,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,74.0,101.75,525.5,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,446.4375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078745301,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,74.0,101.75,525.5,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078747950,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,4.875,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078747986,3.25,0,21.625,79.96875,66.90625,69.59375,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078747990,3.25,0,24.8125,79.96875,66.90625,69.59375,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078747997,3.25,0,24.8125,92.875,66.90625,69.59375,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748004,3.25,0,24.8125,92.875,79.8125,69.59375,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748025,3.25,0,24.8125,92.875,79.8125,82.5,66.90625,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748040,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,74.0,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748047,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,77.1875,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,483.9375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748055,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,77.1875,101.75,563.0,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,523.03125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748066,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,77.1875,101.75,602.09375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,523.03125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748070,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,80.375,101.75,602.09375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,523.03125,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748075,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,80.375,101.75,602.09375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,563.71875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748085,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,80.375,101.75,642.78125,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,563.71875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748089,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,83.5625,101.75,642.78125,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,563.71875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748094,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,83.5625,101.75,642.78125,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,606.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748124,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,83.5625,101.75,685.0625,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,606.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748179,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,86.75,101.75,685.0625,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,606.0,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748185,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,86.75,101.75,685.0625,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,649.875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748219,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,86.75,101.75,728.9375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,649.875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748279,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,89.9375,101.75,728.9375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,649.875,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748284,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,89.9375,101.75,728.9375,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,695.34375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748294,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,89.9375,101.75,774.40625,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,695.34375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
1675078748298,3.25,0,24.8125,92.875,79.8125,82.5,79.8125,93.125,101.75,774.40625,0.5,0.75,2.5,2.125,5.375,2.125,0.5,1.5,695.34375,1.5,1.5,5.75,1.5,0.5,1.0,0.5,,
